DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Ringworm	46 European ancestry cases, 354,498 European ancestry controls, 692 East Asian ancestry cases, 178,034 East Asian ancestry controls	NA	Affymetrix, Illumina [20458126] (imputed)	1	tinea	http://www.ebi.ac.uk/efo/EFO_0007510	GCST90018914	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Systemic lupus erythematosus	647 European ancestry cases, 482,264 European ancestry controls, 317 East Asian ancestry cases, 175,937 East Asian ancestry controls	NA	Affymetrix, Illumina [25844568] (imputed)	4	systemic lupus erythematosus	http://www.ebi.ac.uk/efo/EFO_0002690	GCST90018917	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Sjögren's syndrome	1,296 European ancestry cases, 482,717 European ancestry controls, 303 East Asian ancestry cases, 175,599 East Asian ancestry controls	NA	Affymetrix, Illumina [25844664] (imputed)	3	Sjogren syndrome	http://www.ebi.ac.uk/efo/EFO_0000699	GCST90018920	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Spinal canal stenosis	9,660 European ancestry cases, 445,127 European ancestry controls, 661 East Asian ancestry cases, 178,065 East Asian ancestry controls	NA	Affymetrix, Illumina [25840105] (imputed)	11	spinal stenosis	http://www.ebi.ac.uk/efo/EFO_0007490	GCST90018922	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Substance dependence	868 European ancestry cases, 482,988 European ancestry controls, 118 East Asian ancestry cases, 178,608 East Asian ancestry controls	NA	Affymetrix, Illumina [25844850] (imputed)	1	drug dependence	http://www.ebi.ac.uk/efo/EFO_0003890	GCST90018924	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Stevens-Johnson syndrome	312 European ancestry cases, 483,011 European ancestry controls, 93 East Asian ancestry cases, 171,753 East Asian ancestry controls	NA	Affymetrix, Illumina [25844251] (imputed)	2	Stevens-Johnson syndrome	http://www.ebi.ac.uk/efo/EFO_0004276	GCST90018927	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Thyroid cancer	1,054 European ancestry cases, 490,920 European ancestry controls, 361 East Asian ancestry cases, 178,362 East Asian ancestry controls	NA	Affymetrix, Illumina [25845394] (imputed)	3	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90018929	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Typhoid fever	2,733 European ancestry cases, 346,689 European ancestry controls, 257 East Asian ancestry cases, 178,071 East Asian ancestry controls	NA	Affymetrix, Illumina [20457818] (imputed)	1	typhoid fever	http://www.ebi.ac.uk/efo/EFO_0006789	GCST90018931	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Ulcerative colitis	5,371 European ancestry cases, 412,561 European ancestry controls, 314 East Asian ancestry cases, 178,375 East Asian ancestry controls	NA	Affymetrix, Illumina [25840981] (imputed)	19	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST90018933	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Varicose veins	22,037 European ancestry cases, 437,665 European ancestry controls, 474 East Asian ancestry cases, 178,252 East Asian ancestry controls	NA	Affymetrix, Illumina [25842955] (imputed)	71	Varicose veins	http://purl.obolibrary.org/obo/HP_0002619	GCST90018939	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Ventricular arrhythmia	1,018 European ancestry cases, 327,198 European ancestry controls, 1,673 East Asian ancestry cases, 155,540 East Asian ancestry controls	NA	Affymetrix, Illumina [20454847] (imputed)	1	Ventricular arrhythmia	http://purl.obolibrary.org/obo/HP_0004308	GCST90018940	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Zoster infection	522 European ancestry cases, 351,740 European ancestry controls, 2,209 East Asian ancestry cases, 166,603 East Asian ancestry controls	NA	Affymetrix, Illumina [20457058] (imputed)	1	Herpes Zoster	http://www.ebi.ac.uk/efo/EFO_0006510	GCST90018941	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Serum alkaline phosphatase levels	344,292 European ancestry individuals, 118,886 East Asian ancestry individuals	NA	Affymetrix, Illumina [20533886] (imputed)	337	alkaline phosphatase measurement	http://www.ebi.ac.uk/efo/EFO_0004533	GCST90018942	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Alanine aminotransferase levels	344,136 European ancestry individuals, 150,545 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538387] (imputed)	248	serum alanine aminotransferase measurement	http://www.ebi.ac.uk/efo/EFO_0004735	GCST90018943	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Serum albumin levels	315,268 European ancestry individuals, 120,539 East Asian ancestry individuals	NA	Affymetrix, Illumina [20534035] (imputed)	250	serum albumin measurement	http://www.ebi.ac.uk/efo/EFO_0004535	GCST90018945	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Basophil count	349,856 European ancestry individuals, 91,908 East Asian ancestry individuals	NA	Affymetrix, Illumina [20529536] (imputed)	71	basophil count	http://www.ebi.ac.uk/efo/EFO_0005090	GCST90018946	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Body mass index	359,983 European ancestry individuals, 163,835 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538802] (imputed)	535	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90018947	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Blood urea nitrogen levels	344,052 European ancestry individuals, 148,767 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538307] (imputed)	224	blood urea nitrogen measurement	http://www.ebi.ac.uk/efo/EFO_0004741	GCST90018948	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Weight	360,116 European ancestry individuals, 165,419 East Asian ancestry individuals	NA	Affymetrix, Illumina [20539548] (imputed)	609	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	GCST90018949	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Calcium levels	315,153 European ancestry individuals, 83,980 East Asian ancestry individuals	NA	Affymetrix, Illumina [20528270] (imputed)	223	calcium measurement	http://www.ebi.ac.uk/efo/EFO_0004838	GCST90018951	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Eosinophil counts	349,856 European ancestry individuals, 93,063 East Asian ancestry individuals	NA	Affymetrix, Illumina [20529668] (imputed)	324	eosinophil count	http://www.ebi.ac.uk/efo/EFO_0004842	GCST90018953	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Gamma glutamyl transpeptidase	344,104 European ancestry individuals, 133,471 East Asian ancestry individuals	NA	Affymetrix, Illumina [20535691] (imputed)	322	serum gamma-glutamyl transferase measurement	http://www.ebi.ac.uk/efo/EFO_0004532	GCST90018954	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	HDL cholesterol	315,133 European ancestry individuals, 74,970 East Asian ancestry individuals	NA	Affymetrix, Illumina [20525311] (imputed)	284	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST90018956	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hemoglobin	350,474 European ancestry individuals, 152,447 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538521] (imputed)	353	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90018957	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Height	360,388 European ancestry individuals, 165,056 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538915] (imputed)	723	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90018959	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	LDL cholesterol	343,621 European ancestry individuals, 72,866 East Asian ancestry individuals	NA	Affymetrix, Illumina [20521447] (imputed)	165	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST90018961	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Mean arterial pressure	360,863 European ancestry individuals, 145,502 East Asian ancestry individuals	NA	Affymetrix, Illumina [20537389] (imputed)	241	mean arterial pressure	http://www.ebi.ac.uk/efo/EFO_0006340	GCST90018963	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Mean corpuscular hemoglobin	350,472 European ancestry individuals, 128,028 East Asian ancestry individuals	NA	Affymetrix, Illumina [20535878] (imputed)	381	mean corpuscular hemoglobin	http://www.ebi.ac.uk/efo/EFO_0004527	GCST90018964	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Mean corpuscular hemoglobin concentration	350,468 European ancestry individuals, 135,482 East Asian ancestry individuals	NA	Affymetrix, Illumina [20536605] (imputed)	125	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST90018965	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Red blood cell count	350,475 European ancestry individuals, 153,512 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538708] (imputed)	425	erythrocyte count	http://www.ebi.ac.uk/efo/EFO_0004305	GCST90018971	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Total cholesterol levels	344,278 European ancestry individuals, 135,808 East Asian ancestry individuals	NA	Affymetrix, Illumina [20536134] (imputed)	183	total cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004574	GCST90018974	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Triglycerides	343,992 European ancestry individuals, 111,667 East Asian ancestry individuals	NA	Affymetrix, Illumina [20531459] (imputed)	258	triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0004530	GCST90018975	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Serum uric acid levels	343,836 European ancestry individuals, 129,405 East Asian ancestry individuals	NA	Affymetrix, Illumina [20535231] (imputed)	279	uric acid measurement	http://www.ebi.ac.uk/efo/EFO_0004761	GCST90018977	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	White blood cell count	350,470 European ancestry individuals, 154,355 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538670] (imputed)	420	leukocyte count	http://www.ebi.ac.uk/efo/EFO_0004308	GCST90018978	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease)	53,137 European ancestry cases, 79,230 European ancestry controls, 53,363 East Asian ancestry cases, 125,363 East Asian ancestry controls	NA	Affymetrix, Illumina [15248280] (imputed)	6	Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement	http://www.ebi.ac.uk/efo/EFO_0009923	GCST90018980	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Medication use (antithrombotic agents)	67,653 European ancestry cases, 85,986 European ancestry controls, 54,220 East Asian ancestry cases, 124,506 East Asian ancestry controls	NA	Affymetrix, Illumina [15248280] (imputed)	35	Antithrombotic agent use measurement	http://www.ebi.ac.uk/efo/EFO_0009925	GCST90018982	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Medication use (vasodilators used in cardiac diseases)	5,546 European ancestry cases, 237,113 European ancestry controls, 17,050 East Asian ancestry cases, 161,676 East Asian ancestry controls	NA	Affymetrix, Illumina [15248280] (imputed)	24	Vasodilators used in cardiac diseases use measurement	http://www.ebi.ac.uk/efo/EFO_0009926	GCST90018983	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Medication use (diuretics)	34,453 European ancestry cases, 194,633 European ancestry controls, 22,356 East Asian ancestry cases, 156,370 East Asian ancestry controls	NA	Affymetrix, Illumina [15248280] (imputed)	87	Diuretic use measurement	http://www.ebi.ac.uk/efo/EFO_0009928	GCST90018985	Genome-wide genotyping array
