DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY	path	fullpath	nsamples_arg	has_required_header	has_pvalue
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean corpuscular volume	121,047 East Asian ancestry individuals	NA	Affymetrix, Illumina [16286195] (imputed)	79	mean corpuscular volume	http://www.ebi.ac.uk/efo/EFO_0004526	GCST90002335	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002335/harmonised/32888493-GCST90002335-EFO_0004526.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002335/harmonised/32888493-GCST90002335-EFO_0004526.h.tsv.gz	eas=121047	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Monocyte count	13,471 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36452625] (imputed)	10	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	GCST90002339	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002339/harmonised/32888493-GCST90002339-EFO_0005091.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002339/harmonised/32888493-GCST90002339-EFO_0005091.h.tsv.gz	afr=13471	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Monocyte count	521,594 European ancestry individuals	NA	Affymetrix, Illumina [50262088] (imputed)	455	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	GCST90002340	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002340/harmonised/32888493-GCST90002340-EFO_0005091.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002340/harmonised/32888493-GCST90002340-EFO_0005091.h.tsv.gz	nfe=521594	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Basophil count	474,001 European ancestry individuals	NA	Affymetrix, Illumina [50036608] (imputed)	170	basophil count	http://www.ebi.ac.uk/efo/EFO_0005090	GCST90002292	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002292/harmonised/32888493-GCST90002292-EFO_0005090.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002292/harmonised/32888493-GCST90002292-EFO_0005090.h.tsv.gz	nfe=474001	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Basophil count	81,042 East Asian ancestry individuals	NA	Affymetrix, Illumina [16286709] (imputed)	25	basophil count	http://www.ebi.ac.uk/efo/EFO_0005090	GCST90002293	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002293/harmonised/32888493-GCST90002293-EFO_0005090.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002293/harmonised/32888493-GCST90002293-EFO_0005090.h.tsv.gz	eas=81042	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Eosinophil counts	11,615 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [35935203] (imputed)	1	eosinophil count	http://www.ebi.ac.uk/efo/EFO_0004842	GCST90002297	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002297/harmonised/32888493-GCST90002297-EFO_0004842.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002297/harmonised/32888493-GCST90002297-EFO_0004842.h.tsv.gz	afr=11615	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Eosinophil counts	474,237 European ancestry individuals	NA	Affymetrix, Illumina [50000174] (imputed)	376	eosinophil count	http://www.ebi.ac.uk/efo/EFO_0004842	GCST90002298	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002298/harmonised/32888493-GCST90002298-EFO_0004842.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002298/harmonised/32888493-GCST90002298-EFO_0004842.h.tsv.gz	nfe=474237	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Eosinophil counts	86,890 East Asian ancestry individuals	NA	Affymetrix, Illumina [16279099] (imputed)	31	eosinophil count	http://www.ebi.ac.uk/efo/EFO_0004842	GCST90002299	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002299/harmonised/32888493-GCST90002299-EFO_0004842.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002299/harmonised/32888493-GCST90002299-EFO_0004842.h.tsv.gz	eas=86890	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hematocrit	15,134 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36870619] (imputed)	1	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST90002303	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002303/harmonised/32888493-GCST90002303-EFO_0004348.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002303/harmonised/32888493-GCST90002303-EFO_0004348.h.tsv.gz	afr=15134	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hematocrit	562,259 European ancestry individuals	NA	Affymetrix, Illumina [50640577] (imputed)	392	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST90002304	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002304/harmonised/32888493-GCST90002304-EFO_0004348.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002304/harmonised/32888493-GCST90002304-EFO_0004348.h.tsv.gz	nfe=562259	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hematocrit	142,940 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289021] (imputed)	31	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST90002305	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002305/harmonised/32888493-GCST90002305-EFO_0004348.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002305/harmonised/32888493-GCST90002305-EFO_0004348.h.tsv.gz	eas=142940	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hemoglobin concentration	15,133 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36870618] (imputed)	2	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90002309	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002309/harmonised/32888493-GCST90002309-EFO_0004509.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002309/harmonised/32888493-GCST90002309-EFO_0004509.h.tsv.gz	afr=15133	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hemoglobin concentration	563,946 European ancestry individuals	NA	Affymetrix, Illumina [50638016] (imputed)	402	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90002310	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002310/harmonised/32888493-GCST90002310-EFO_0004509.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002310/harmonised/32888493-GCST90002310-EFO_0004509.h.tsv.gz	nfe=563946	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Hemoglobin concentration	149,861 East Asian ancestry individuals	NA	Affymetrix, Illumina [16709126] (imputed)	21	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST90002311	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002311/harmonised/32888493-GCST90002311-EFO_0004509.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002311/harmonised/32888493-GCST90002311-EFO_0004509.h.tsv.gz	eas=149861	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Lymphocyte counts	13,477 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36456147] (imputed)	2	lymphocyte count	http://www.ebi.ac.uk/efo/EFO_0004587	GCST90002315	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002315/harmonised/32888493-GCST90002315-EFO_0004587.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002315/harmonised/32888493-GCST90002315-EFO_0004587.h.tsv.gz	afr=13477	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Monocyte count	88,929 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289044] (imputed)	34	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	GCST90002341	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002341/harmonised/32888493-GCST90002341-EFO_0005091.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002341/harmonised/32888493-GCST90002341-EFO_0005091.h.tsv.gz	eas=88929	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean platelet volume	10,737 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36042313] (imputed)	13	mean platelet volume	http://www.ebi.ac.uk/efo/EFO_0004584	GCST90002345	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002345/harmonised/32888493-GCST90002345-EFO_0004584.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002345/harmonised/32888493-GCST90002345-EFO_0004584.h.tsv.gz	afr=10737	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean platelet volume	460,935 European ancestry individuals	NA	Affymetrix, Illumina [49660172] (imputed)	423	mean platelet volume	http://www.ebi.ac.uk/efo/EFO_0004584	GCST90002346	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002346/harmonised/32888493-GCST90002346-EFO_0004584.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002346/harmonised/32888493-GCST90002346-EFO_0004584.h.tsv.gz	nfe=460935	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Neutrophil count	13,476 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36456987] (imputed)	21	neutrophil count	http://www.ebi.ac.uk/efo/EFO_0004833	GCST90002350	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002350/harmonised/32888493-GCST90002350-EFO_0004833.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002350/harmonised/32888493-GCST90002350-EFO_0004833.h.tsv.gz	afr=13476	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Neutrophil count	519,288 European ancestry individuals	NA	Affymetrix, Illumina [50250472] (imputed)	397	neutrophil count	http://www.ebi.ac.uk/efo/EFO_0004833	GCST90002351	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002351/harmonised/32888493-GCST90002351-EFO_0004833.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002351/harmonised/32888493-GCST90002351-EFO_0004833.h.tsv.gz	nfe=519288	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Neutrophil count	78,744 East Asian ancestry individuals	NA	Affymetrix, Illumina [16289093] (imputed)	17	neutrophil count	http://www.ebi.ac.uk/efo/EFO_0004833	GCST90002352	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002352/harmonised/32888493-GCST90002352-EFO_0004833.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002352/harmonised/32888493-GCST90002352-EFO_0004833.h.tsv.gz	eas=78744	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Platelet count	15,171 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36877391] (imputed)	9	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	GCST90002356	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002356/harmonised/32888493-GCST90002356-EFO_0004309.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002356/harmonised/32888493-GCST90002356-EFO_0004309.h.tsv.gz	afr=15171	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Platelet count	542,827 European ancestry individuals	NA	Affymetrix, Illumina [50241410] (imputed)	556	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	GCST90002357	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002357/harmonised/32888493-GCST90002357-EFO_0004309.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002357/harmonised/32888493-GCST90002357-EFO_0004309.h.tsv.gz	nfe=542827	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Platelet count	145,648 East Asian ancestry individuals	NA	Affymetrix, Illumina [16710488] (imputed)	81	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	GCST90002358	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002358/harmonised/32888493-GCST90002358-EFO_0004309.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002358/harmonised/32888493-GCST90002358-EFO_0004309.h.tsv.gz	eas=145648	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red blood cell count	14,222 African American or Afro-Caribbean and African ancestry individuals	NA	Affymetrix, Illumina [36679691] (imputed)	3	red blood cell density measurement	http://www.ebi.ac.uk/efo/EFO_0007978	GCST90002362	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002362/harmonised/32888493-GCST90002362-EFO_0007978.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002362/harmonised/32888493-GCST90002362-EFO_0007978.h.tsv.gz	afr=14222	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red blood cell count	545,203 European ancestry individuals	NA	Affymetrix, Illumina [50628390] (imputed)	497	red blood cell density measurement	http://www.ebi.ac.uk/efo/EFO_0007978	GCST90002363	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002363/harmonised/32888493-GCST90002363-EFO_0007978.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002363/harmonised/32888493-GCST90002363-EFO_0007978.h.tsv.gz	nfe=545203	TRUE	TRUE
2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red blood cell count	150,708 East Asian ancestry individuals	NA	Affymetrix, Illumina [16709798] (imputed)	59	red blood cell density measurement	http://www.ebi.ac.uk/efo/EFO_0007978	GCST90002364	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002364/harmonised/32888493-GCST90002364-EFO_0007978.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002364/harmonised/32888493-GCST90002364-EFO_0007978.h.tsv.gz	eas=150708	TRUE	TRUE
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Red cell distribution width	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	593	red blood cell distribution width	http://www.ebi.ac.uk/efo/EFO_0005192	GCST90002404	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002404/harmonised/32888494-GCST90002404-EFO_0005192.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002404/harmonised/32888494-GCST90002404-EFO_0005192.h.tsv.gz	nfe=408112	TRUE	TRUE
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Reticulocyte count	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	604	reticulocyte count	http://www.ebi.ac.uk/efo/EFO_0007986	GCST90002405	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002405/harmonised/32888494-GCST90002405-EFO_0007986.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002405/harmonised/32888494-GCST90002405-EFO_0007986.h.tsv.gz	nfe=408112	TRUE	TRUE
2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Reticulocyte fraction of red cells	408,112 British individuals	NA	Affymetrix [93095623] (imputed)	584	reticulocyte measurement	http://www.ebi.ac.uk/efo/EFO_0010700	GCST90002406	Genome-wide genotyping array	./GCST90002001-GCST90003000/GCST90002406/harmonised/32888494-GCST90002406-EFO_0010700.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002406/harmonised/32888494-GCST90002406-EFO_0010700.h.tsv.gz	nfe=408112	TRUE	TRUE
